[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]
************************************************************************************************************
Task  0
************************************************************************************************************

### Creating new features  task: 0 ###
New features norm: 3.693
------------------------------------------------------------------------------------------------------------
>>> Train on task  0 : loss=0.000 | TAw acc= 99.7%, forg=  0.0%| TAg acc= 99.7%, forg=  0.0% <<<
>>> Test on task  0 : loss=0.000 | TAw acc= 99.6%, forg=  0.0%| TAg acc= 99.6%, forg=  0.0% <<<
Save at ../results/mnist_evo_02.24/5x2/Lambda_bsz=
************************************************************************************************************
Task  1
************************************************************************************************************
### Training model task: 1 ###
Epoch: 0, Total: 5.62, Push: 0.09, Pull: 5.39, Adapter: 0.000, Wd: 0.02
Epoch: 1, Total: 5.58, Push: 0.09, Pull: 5.30, Adapter: 0.000, Wd: 0.02
Epoch: 2, Total: 5.56, Push: 0.09, Pull: 5.24, Adapter: 0.000, Wd: 0.02
Epoch: 3, Total: 5.53, Push: 0.10, Pull: 5.19, Adapter: 0.000, Wd: 0.02
Epoch: 4, Total: 5.52, Push: 0.10, Pull: 5.15, Adapter: 0.000, Wd: 0.02
Epoch: 5, Total: 5.49, Push: 0.10, Pull: 5.10, Adapter: 0.000, Wd: 0.02
Epoch: 6, Total: 5.47, Push: 0.10, Pull: 5.06, Adapter: 0.000, Wd: 0.02
Epoch: 7, Total: 5.44, Push: 0.10, Pull: 5.01, Adapter: 0.000, Wd: 0.02
Epoch: 8, Total: 5.42, Push: 0.10, Pull: 4.97, Adapter: 0.000, Wd: 0.02
Epoch: 9, Total: 5.40, Push: 0.10, Pull: 4.93, Adapter: 0.000, Wd: 0.02
Epoch: 10, Total: 5.38, Push: 0.10, Pull: 4.89, Adapter: 0.000, Wd: 0.02
Epoch: 11, Total: 5.35, Push: 0.10, Pull: 4.86, Adapter: 0.000, Wd: 0.02
Epoch: 12, Total: 5.33, Push: 0.10, Pull: 4.82, Adapter: 0.000, Wd: 0.02
Epoch: 13, Total: 5.31, Push: 0.10, Pull: 4.79, Adapter: 0.000, Wd: 0.02
Epoch: 14, Total: 5.29, Push: 0.10, Pull: 4.76, Adapter: 0.000, Wd: 0.02
Epoch: 15, Total: 5.27, Push: 0.10, Pull: 4.73, Adapter: 0.000, Wd: 0.02
Epoch: 16, Total: 5.25, Push: 0.11, Pull: 4.70, Adapter: 0.000, Wd: 0.02
Epoch: 17, Total: 5.23, Push: 0.11, Pull: 4.67, Adapter: 0.000, Wd: 0.02
Epoch: 18, Total: 5.21, Push: 0.11, Pull: 4.64, Adapter: 0.000, Wd: 0.02
Epoch: 19, Total: 5.19, Push: 0.11, Pull: 4.62, Adapter: 0.000, Wd: 0.02
Epoch: 20, Total: 5.17, Push: 0.11, Pull: 4.59, Adapter: 0.000, Wd: 0.02
Epoch: 21, Total: 5.16, Push: 0.11, Pull: 4.56, Adapter: 0.000, Wd: 0.02
Epoch: 22, Total: 5.14, Push: 0.11, Pull: 4.54, Adapter: 0.000, Wd: 0.02
Epoch: 23, Total: 5.12, Push: 0.11, Pull: 4.51, Adapter: 0.000, Wd: 0.02
Epoch: 24, Total: 5.10, Push: 0.11, Pull: 4.49, Adapter: 0.000, Wd: 0.02
Epoch: 25, Total: 5.09, Push: 0.11, Pull: 4.46, Adapter: 0.000, Wd: 0.02
Epoch: 26, Total: 5.07, Push: 0.11, Pull: 4.44, Adapter: 0.001, Wd: 0.02
Epoch: 27, Total: 5.05, Push: 0.11, Pull: 4.42, Adapter: 0.001, Wd: 0.02
Epoch: 28, Total: 5.03, Push: 0.11, Pull: 4.40, Adapter: 0.001, Wd: 0.02
Epoch: 29, Total: 5.02, Push: 0.11, Pull: 4.37, Adapter: 0.001, Wd: 0.02
Epoch: 30, Total: 5.00, Push: 0.11, Pull: 4.35, Adapter: 0.001, Wd: 0.02
Epoch: 31, Total: 4.98, Push: 0.11, Pull: 4.33, Adapter: 0.001, Wd: 0.02
Epoch: 32, Total: 4.97, Push: 0.11, Pull: 4.31, Adapter: 0.001, Wd: 0.02
Epoch: 33, Total: 4.95, Push: 0.11, Pull: 4.29, Adapter: 0.001, Wd: 0.02
Epoch: 34, Total: 4.94, Push: 0.12, Pull: 4.27, Adapter: 0.001, Wd: 0.02
Epoch: 35, Total: 4.92, Push: 0.12, Pull: 4.25, Adapter: 0.001, Wd: 0.02
Epoch: 36, Total: 4.90, Push: 0.12, Pull: 4.23, Adapter: 0.001, Wd: 0.02
Epoch: 37, Total: 4.89, Push: 0.12, Pull: 4.21, Adapter: 0.001, Wd: 0.02
Epoch: 38, Total: 4.87, Push: 0.12, Pull: 4.19, Adapter: 0.001, Wd: 0.02
Epoch: 39, Total: 4.86, Push: 0.12, Pull: 4.17, Adapter: 0.001, Wd: 0.02
Epoch: 40, Total: 4.84, Push: 0.12, Pull: 4.15, Adapter: 0.001, Wd: 0.02
Epoch: 41, Total: 4.83, Push: 0.12, Pull: 4.13, Adapter: 0.001, Wd: 0.02
Epoch: 42, Total: 4.81, Push: 0.12, Pull: 4.11, Adapter: 0.001, Wd: 0.02
Epoch: 43, Total: 4.80, Push: 0.12, Pull: 4.10, Adapter: 0.001, Wd: 0.02
Epoch: 44, Total: 4.78, Push: 0.12, Pull: 4.08, Adapter: 0.001, Wd: 0.02
Epoch: 45, Total: 4.77, Push: 0.12, Pull: 4.06, Adapter: 0.001, Wd: 0.02
Epoch: 46, Total: 4.76, Push: 0.12, Pull: 4.04, Adapter: 0.001, Wd: 0.02
Epoch: 47, Total: 4.74, Push: 0.12, Pull: 4.03, Adapter: 0.001, Wd: 0.02
Epoch: 48, Total: 4.73, Push: 0.12, Pull: 4.01, Adapter: 0.001, Wd: 0.02
Epoch: 49, Total: 4.71, Push: 0.12, Pull: 3.99, Adapter: 0.001, Wd: 0.02
Epoch: 50, Total: 4.70, Push: 0.12, Pull: 3.98, Adapter: 0.001, Wd: 0.02
Epoch: 51, Total: 4.69, Push: 0.12, Pull: 3.96, Adapter: 0.001, Wd: 0.02
Epoch: 52, Total: 4.67, Push: 0.13, Pull: 3.95, Adapter: 0.001, Wd: 0.02
Epoch: 53, Total: 4.66, Push: 0.13, Pull: 3.93, Adapter: 0.001, Wd: 0.02
Epoch: 54, Total: 4.64, Push: 0.13, Pull: 3.92, Adapter: 0.001, Wd: 0.02
Epoch: 55, Total: 4.63, Push: 0.13, Pull: 3.90, Adapter: 0.001, Wd: 0.02
Epoch: 56, Total: 4.62, Push: 0.13, Pull: 3.89, Adapter: 0.001, Wd: 0.02
Epoch: 57, Total: 4.61, Push: 0.13, Pull: 3.87, Adapter: 0.001, Wd: 0.02
Epoch: 58, Total: 4.59, Push: 0.13, Pull: 3.86, Adapter: 0.001, Wd: 0.02
Epoch: 59, Total: 4.58, Push: 0.13, Pull: 3.84, Adapter: 0.001, Wd: 0.02
Epoch: 60, Total: 4.57, Push: 0.13, Pull: 3.83, Adapter: 0.001, Wd: 0.02
Epoch: 61, Total: 4.55, Push: 0.13, Pull: 3.81, Adapter: 0.001, Wd: 0.02
